year,country,religionCode,population,submitDate
1970,BUL,hindgen,0,1971-10-26
1970,BUL,sikhgen,0,1971-11-16
1970,BUL,shntgen,0,1971-10-19
1970,BUL,taogen,0,1971-04-23
1970,BUL,jaingen,0,1971-08-30
1975,BUL,chrstgen,6304622,1976-05-12
1975,BUL,judgen,6998,1976-11-19
1975,BUL,islmgen,1043030,1976-03-21
1975,BUL,budgen,0,1976-06-26
1975,BUL,zorogen,0,1976-09-16
1975,BUL,hindgen,0,1976-08-14
1975,BUL,sikhgen,0,1976-05-04
1975,BUL,shntgen,0,1976-04-16
1975,BUL,taogen,0,1976-02-25
1975,BUL,jaingen,0,1976-10-12
1980,BUL,chrstgen,6719485,1981-10-27
1980,BUL,judgen,7000,1981-03-20
1980,BUL,islmgen,1152060,1981-03-02
1980,BUL,budgen,0,1981-05-26
1980,BUL,zorogen,0,1981-03-29
1980,BUL,hindgen,0,1981-09-29
1980,BUL,sikhgen,0,1981-06-02
1980,BUL,shntgen,0,1981-10-04
1980,BUL,taogen,0,1981-10-28
1980,BUL,jaingen,0,1981-04-20
1985,BUL,chrstgen,6521083,1986-07-11
1985,BUL,judgen,5600,1986-09-21
1985,BUL,islmgen,1131177,1986-08-23
1985,BUL,budgen,0,1986-06-11
1985,BUL,zorogen,0,1986-08-11
1985,BUL,hindgen,0,1986-12-01
1985,BUL,sikhgen,0,1986-09-11
1985,BUL,shntgen,0,1986-09-26
1985,BUL,taogen,0,1986-12-02
1985,BUL,jaingen,0,1986-04-24
1990,BUL,chrstgen,6884000,1991-09-14
1990,BUL,judgen,4200,1991-02-12
1990,BUL,islmgen,1110295,1991-08-17
1990,BUL,budgen,0,1991-01-25
1990,BUL,zorogen,0,1991-02-28
1990,BUL,hindgen,0,1991-09-17
1990,BUL,sikhgen,0,1991-11-12
1990,BUL,shntgen,0,1991-08-31
1990,BUL,taogen,0,1991-09-19
1990,BUL,jaingen,0,1991-01-18
1995,BUL,chrstgen,6629941,1996-04-11
1995,BUL,judgen,4053,1996-03-03
1995,BUL,islmgen,1092780,1996-06-10
1995,BUL,budgen,0,1996-10-12
1995,BUL,zorogen,0,1996-06-03
1995,BUL,hindgen,0,1996-06-23
1995,BUL,sikhgen,0,1996-09-18
1995,BUL,shntgen,0,1996-06-04
1995,BUL,taogen,0,1996-06-19
1995,BUL,jaingen,0,1996-04-24
2000,BUL,chrstgen,6876100,2001-06-10
2000,BUL,judgen,3907,2001-05-13
2000,BUL,islmgen,999156,2001-01-25
2000,BUL,budgen,0,2001-10-23
2000,BUL,zorogen,0,2001-04-25
2000,BUL,hindgen,0,2001-12-01
2000,BUL,sikhgen,0,2001-09-28
2000,BUL,shntgen,0,2001-03-23
2000,BUL,taogen,0,2001-09-29
2000,BUL,jaingen,0,2001-08-01
2005,BUL,chrstgen,6403059,2006-08-16
2005,BUL,judgen,2953,2006-01-18
2005,BUL,islmgen,985578,2006-04-16
2005,BUL,budgen,0,2006-08-01
2005,BUL,zorogen,0,2006-06-30
2005,BUL,hindgen,0,2006-09-20
2005,BUL,sikhgen,0,2006-07-17
2005,BUL,shntgen,0,2006-04-13
2005,BUL,taogen,0,2006-04-12
2005,BUL,jaingen,0,2006-04-06
2010,BUL,chrstgen,6206119,2011-02-14
2010,BUL,judgen,2000,2011-08-02
2010,BUL,islmgen,972000,2011-05-19
2010,BUL,budgen,0,2011-05-20
2010,BUL,zorogen,0,2011-10-29
2010,BUL,hindgen,0,2011-10-20
2010,BUL,sikhgen,0,2011-12-24
2010,BUL,shntgen,0,2011-04-03
2010,BUL,taogen,0,2011-12-31
2010,BUL,jaingen,0,2011-02-17
1995,MLD,chrstgen,4122440,1996-12-11
1995,MLD,judgen,50299,1996-10-22
1995,MLD,islmgen,31819,1996-10-28
1995,MLD,budgen,0,1996-07-25
1995,MLD,zorogen,0,1996-01-11
1995,MLD,hindgen,0,1996-07-09
1995,MLD,sikhgen,0,1996-05-19
1995,MLD,shntgen,0,1996-10-24
1995,MLD,taogen,0,1996-06-09
1995,MLD,jaingen,0,1996-10-16
2000,MLD,chrstgen,4125000,2001-04-02
2000,MLD,judgen,65700,2001-02-06
2000,MLD,islmgen,0,2001-09-02
2000,MLD,budgen,0,2001-01-02
2000,MLD,zorogen,0,2001-10-03
2000,MLD,hindgen,0,2001-07-13
2000,MLD,sikhgen,0,2001-06-21
2000,MLD,shntgen,0,2001-12-24
2000,MLD,taogen,0,2001-05-24
2000,MLD,jaingen,0,2001-06-01
2005,MLD,chrstgen,3318141,2006-02-12
2005,MLD,judgen,7500,2006-09-23
2005,MLD,islmgen,64119,2006-04-07
2005,MLD,budgen,0,2006-04-27
2005,MLD,zorogen,0,2006-01-01
2005,MLD,hindgen,0,2006-08-20
2005,MLD,sikhgen,0,2006-05-27
2005,MLD,shntgen,0,2006-07-11
2005,MLD,taogen,0,2006-11-10
2005,MLD,jaingen,0,2006-05-05
2010,MLD,chrstgen,2925500,2011-05-18
2010,MLD,judgen,3900,2011-03-18
2010,MLD,islmgen,128238,2011-11-28
2010,MLD,budgen,0,2011-02-05
2010,MLD,zorogen,0,2011-07-11
2010,MLD,hindgen,0,2011-02-27
2010,MLD,sikhgen,0,2011-03-21
2010,MLD,shntgen,0,2011-12-05
2010,MLD,taogen,0,2011-08-16
2010,MLD,jaingen,0,2011-05-18
1945,ROM,chrstgen,12996000,1946-02-24
1945,ROM,judgen,131707,1946-08-17
1945,ROM,islmgen,163540,1946-05-14
1945,ROM,budgen,0,1946-03-27
1945,ROM,zorogen,0,1946-05-17
1945,ROM,hindgen,0,1946-09-09
1945,ROM,sikhgen,0,1946-05-02
1945,ROM,shntgen,0,1946-06-18
1945,ROM,taogen,0,1946-12-08
1945,ROM,jaingen,0,1946-08-14
1950,ROM,chrstgen,15516103,1951-02-28
1950,ROM,judgen,138795,1951-03-15
1950,ROM,islmgen,179421,1951-08-30
1950,ROM,budgen,0,1951-09-20
1950,ROM,zorogen,0,1951-04-20
1950,ROM,hindgen,0,1951-08-04
1950,ROM,sikhgen,0,1951-09-29
1950,ROM,shntgen,0,1951-12-31
1950,ROM,taogen,0,1951-01-22
1950,ROM,jaingen,0,1951-03-22
1955,ROM,chrstgen,16266101,1956-08-26
1955,ROM,judgen,146264,1956-07-14
1955,ROM,islmgen,196844,1956-06-14
1955,ROM,budgen,0,1956-12-09
1955,ROM,zorogen,0,1956-06-21
1955,ROM,hindgen,0,1956-03-31
1955,ROM,sikhgen,0,1956-07-23
1955,ROM,shntgen,0,1956-09-01
1955,ROM,taogen,0,1956-01-02
1955,ROM,jaingen,0,1956-10-25
1960,ROM,chrstgen,17016099,1961-04-14
1960,ROM,judgen,143132,1961-02-20
1960,ROM,islmgen,214267,1961-04-27
1960,ROM,budgen,0,1961-11-21
1960,ROM,zorogen,0,1961-03-27
1960,ROM,hindgen,0,1961-06-26
1960,ROM,sikhgen,0,1961-03-06
1960,ROM,shntgen,0,1961-11-14
1960,ROM,taogen,0,1961-06-11
1960,ROM,jaingen,0,1961-10-18
1965,ROM,chrstgen,17631097,1966-04-27
1965,ROM,judgen,140000,1966-06-04
1965,ROM,islmgen,231689,1966-12-29
1965,ROM,budgen,0,1966-08-20
1965,ROM,zorogen,0,1966-01-06
1965,ROM,hindgen,0,1966-04-28
1965,ROM,sikhgen,0,1966-08-20
1965,ROM,shntgen,0,1966-09-11
1965,ROM,taogen,0,1966-01-11
1965,ROM,jaingen,0,1966-12-04
1970,ROM,chrstgen,18516094,1971-01-10
1970,ROM,judgen,110000,1971-07-29
1970,ROM,islmgen,249112,1971-02-06
1970,ROM,budgen,0,1971-01-22
1970,ROM,zorogen,0,1971-12-31
1970,ROM,hindgen,0,1971-10-24
1970,ROM,sikhgen,0,1971-08-25
1970,ROM,shntgen,0,1971-03-19
1970,ROM,taogen,0,1971-07-11
1970,ROM,jaingen,0,1971-10-22
1975,ROM,chrstgen,19180047,1976-03-11
1975,ROM,judgen,90000,1976-03-24
1975,ROM,islmgen,200816,1976-12-07
1975,ROM,budgen,0,1976-10-05
1975,ROM,zorogen,0,1976-05-06
1975,ROM,hindgen,0,1976-10-27
1975,ROM,sikhgen,0,1976-02-03
1975,ROM,shntgen,0,1976-07-18
1975,ROM,taogen,0,1976-02-06
1975,ROM,jaingen,0,1976-12-08
1980,ROM,chrstgen,19798540,1981-05-21
1980,ROM,judgen,65000,1981-10-04
1980,ROM,islmgen,152520,1981-01-26
1980,ROM,budgen,0,1981-05-31
1980,ROM,zorogen,0,1981-01-14
1980,ROM,hindgen,0,1981-08-04
1980,ROM,sikhgen,0,1981-02-13
1980,ROM,shntgen,0,1981-08-07
1980,ROM,taogen,0,1981-10-08
1980,ROM,jaingen,0,1981-11-01
1985,ROM,chrstgen,20641540,1986-05-08
1985,ROM,judgen,40000,1986-04-15
1985,ROM,islmgen,40000,1986-04-02
1985,ROM,budgen,0,1986-04-02
1985,ROM,zorogen,0,1986-02-21
1985,ROM,hindgen,0,1986-03-23
1985,ROM,sikhgen,0,1986-10-16
1985,ROM,shntgen,0,1986-09-26
1985,ROM,taogen,0,1986-08-05
1985,ROM,jaingen,0,1986-08-15
1990,ROM,chrstgen,21180551,1991-10-16
1990,ROM,judgen,9670,1991-06-16
1990,ROM,islmgen,45928,1991-02-01
1990,ROM,budgen,0,1991-05-01
1990,ROM,zorogen,0,1991-12-26
1990,ROM,hindgen,0,1991-04-27
1990,ROM,sikhgen,0,1991-07-02
1990,ROM,shntgen,0,1991-12-16
1990,ROM,taogen,0,1991-01-22
1990,ROM,jaingen,0,1991-01-11
1995,ROM,chrstgen,21446333,1996-03-11
1995,ROM,judgen,8217,1996-11-06
1995,ROM,islmgen,61592,1996-04-24
1995,ROM,budgen,0,1996-10-17
1995,ROM,zorogen,0,1996-03-28
1995,ROM,hindgen,0,1996-05-26
1995,ROM,sikhgen,0,1996-06-15
1995,ROM,shntgen,0,1996-06-25
1995,ROM,taogen,0,1996-09-15
1995,ROM,jaingen,0,1996-09-14
2000,ROM,chrstgen,21984877,2001-08-03
2000,ROM,judgen,7500,2001-11-27
2000,ROM,islmgen,67257,2001-01-21
2000,ROM,budgen,0,2001-07-01
2000,ROM,zorogen,0,2001-08-18
2000,ROM,hindgen,0,2001-04-21
2000,ROM,sikhgen,0,2001-11-05
2000,ROM,shntgen,0,2001-11-03
2000,ROM,taogen,0,2001-04-27
2000,ROM,jaingen,0,2001-12-12
2005,ROM,chrstgen,21407729,2006-04-20
2005,ROM,judgen,8500,2006-10-27
2005,ROM,islmgen,76128,2006-10-12
2005,ROM,budgen,0,2006-01-19
2005,ROM,zorogen,0,2006-11-08
2005,ROM,hindgen,0,2006-06-14
2005,ROM,sikhgen,0,2006-07-23
2005,ROM,shntgen,0,2006-02-02
2005,ROM,taogen,0,2006-12-17
2005,ROM,jaingen,0,2006-08-09
2010,ROM,chrstgen,20899522,2011-06-22
2010,ROM,judgen,9500,2011-08-09
2010,ROM,islmgen,85000,2011-01-02
2010,ROM,budgen,0,2011-02-07
2010,ROM,zorogen,0,2011-05-30
2010,ROM,hindgen,0,2011-02-08
2010,ROM,sikhgen,0,2011-12-29
2010,ROM,shntgen,0,2011-02-28
2010,ROM,taogen,0,2011-01-20
2010,ROM,jaingen,0,2011-08-10
1945,RUS,chrstgen,59509308,1946-11-04
1945,RUS,judgen,4043462,1946-01-09
1945,RUS,islmgen,25578947,1946-08-03
1945,RUS,budgen,723549,1946-02-24
1945,RUS,zorogen,0,1946-03-26
1945,RUS,hindgen,0,1946-08-15
1945,RUS,sikhgen,0,1946-12-01
1945,RUS,shntgen,0,1946-10-06
1945,RUS,taogen,0,1946-01-16
1945,RUS,jaingen,0,1946-11-19
1950,RUS,chrstgen,61415885,1951-11-01
1950,RUS,judgen,3907628,1951-10-04
1950,RUS,islmgen,26000000,1951-12-06
1950,RUS,budgen,754514,1951-12-19
1950,RUS,zorogen,0,1951-08-24
1950,RUS,hindgen,0,1951-07-29
1950,RUS,sikhgen,0,1951-08-08
1950,RUS,shntgen,0,1951-05-08
1950,RUS,taogen,0,1951-11-26
1950,RUS,jaingen,0,1951-05-17
1955,RUS,chrstgen,65757632,1956-02-25
1955,RUS,judgen,3776357,1956-07-16
1955,RUS,islmgen,28500000,1956-12-03
1955,RUS,budgen,786804,1956-06-22
1955,RUS,zorogen,0,1956-08-09
1955,RUS,hindgen,0,1956-03-08
1955,RUS,sikhgen,0,1956-08-28
1955,RUS,shntgen,0,1956-08-30
1955,RUS,taogen,0,1956-10-28
1955,RUS,jaingen,0,1956-12-04
1960,RUS,chrstgen,70501062,1961-01-17
1960,RUS,judgen,3645085,1961-11-30
1960,RUS,islmgen,30000000,1961-05-11
1960,RUS,budgen,819093,1961-01-09
1960,RUS,zorogen,0,1961-11-06
1960,RUS,hindgen,0,1961-01-18
1960,RUS,sikhgen,0,1961-10-25
1960,RUS,shntgen,0,1961-11-13
1960,RUS,taogen,0,1961-10-14
1960,RUS,jaingen,0,1961-09-16
1965,RUS,chrstgen,74134211,1966-02-03
1965,RUS,judgen,3513814,1966-12-24
1965,RUS,islmgen,30074250,1966-07-06
1965,RUS,budgen,851383,1966-03-21
1965,RUS,zorogen,0,1966-06-11
1965,RUS,hindgen,0,1967-01-01
1965,RUS,sikhgen,0,1966-06-05
1965,RUS,shntgen,0,1966-11-06
1965,RUS,taogen,0,1966-01-08
1965,RUS,jaingen,0,1966-07-24
1970,RUS,chrstgen,77767360,1971-05-13
1970,RUS,judgen,3382543,1971-06-24
1970,RUS,islmgen,30148500,1971-02-18
1970,RUS,budgen,883672,1971-09-08
1970,RUS,zorogen,0,1971-09-27
1970,RUS,hindgen,0,1971-02-23
1970,RUS,sikhgen,0,1971-05-19
1970,RUS,shntgen,0,1971-11-25
1970,RUS,taogen,0,1971-11-11
1970,RUS,jaingen,0,1971-05-09
1975,RUS,chrstgen,75435002,1976-01-21
1975,RUS,judgen,3251271,1976-11-26
1975,RUS,islmgen,30222750,1976-09-30
1975,RUS,budgen,800254,1976-07-10
1975,RUS,zorogen,0,1976-07-09
1975,RUS,hindgen,0,1976-08-03
1975,RUS,sikhgen,0,1976-06-02
1975,RUS,shntgen,0,1976-08-27
1975,RUS,taogen,0,1976-03-01
1975,RUS,jaingen,0,1976-08-12
1980,RUS,chrstgen,73102643,1981-01-23
1980,RUS,judgen,3120000,1981-03-12
1980,RUS,islmgen,30297000,1981-08-23
1980,RUS,budgen,716836,1981-08-02
1980,RUS,zorogen,0,1981-03-03
1980,RUS,hindgen,0,1981-05-29
1980,RUS,sikhgen,0,1981-10-29
1980,RUS,shntgen,0,1981-03-03
1980,RUS,taogen,0,1981-06-14
1980,RUS,jaingen,0,1981-07-09
1985,RUS,chrstgen,70771650,1986-03-14
1985,RUS,judgen,2987095,1986-06-26
1985,RUS,islmgen,31360000,1986-02-12
1985,RUS,budgen,633418,1986-01-30
1985,RUS,zorogen,0,1986-07-04
1985,RUS,hindgen,0,1986-03-07
1985,RUS,sikhgen,0,1986-07-07
1985,RUS,shntgen,0,1986-09-23
1985,RUS,taogen,0,1986-10-01
1985,RUS,jaingen,0,1986-01-05
1990,RUS,chrstgen,68566005,1991-03-03
1990,RUS,judgen,2854190,1991-11-18
1990,RUS,islmgen,28541901,1991-06-14
1990,RUS,budgen,550000,1991-08-05
1990,RUS,zorogen,0,1991-11-27
1990,RUS,hindgen,0,1991-09-25
1990,RUS,sikhgen,0,1991-09-20
1990,RUS,shntgen,0,1991-03-28
1990,RUS,taogen,0,1991-10-01
1990,RUS,jaingen,0,1991-04-13
1995,RUS,chrstgen,32225158,1996-05-05
1995,RUS,judgen,897498,1996-06-07
1995,RUS,islmgen,14777400,1996-03-02
1995,RUS,budgen,552705,1996-07-14
1995,RUS,zorogen,0,1996-01-08
1995,RUS,hindgen,0,1996-05-17
1995,RUS,sikhgen,0,1996-04-30
1995,RUS,shntgen,0,1996-05-01
1995,RUS,taogen,0,1996-12-17
1995,RUS,jaingen,0,1996-01-01
2000,RUS,chrstgen,105985210,2001-11-15
2000,RUS,judgen,622175,2001-04-22
2000,RUS,islmgen,20570760,2001-10-02
2000,RUS,budgen,1796711,2001-11-03
2000,RUS,zorogen,0,2001-10-15
2000,RUS,hindgen,0,2001-07-01
2000,RUS,sikhgen,0,2001-06-13
2000,RUS,shntgen,0,2001-09-16
2000,RUS,taogen,0,2001-02-07
2000,RUS,jaingen,0,2001-11-15
2005,RUS,chrstgen,103229800,2006-03-09
2005,RUS,judgen,606000,2006-01-22
2005,RUS,islmgen,20035960,2006-10-24
2005,RUS,budgen,1750000,2006-11-29
2005,RUS,zorogen,0,2006-03-16
2005,RUS,hindgen,0,2006-08-15
2005,RUS,sikhgen,0,2006-09-08
2005,RUS,shntgen,0,2006-06-04
2005,RUS,taogen,0,2006-03-13
2005,RUS,jaingen,0,2006-07-21
2010,RUS,chrstgen,105697556,2011-02-17
2010,RUS,judgen,194000,2011-08-20
2010,RUS,islmgen,16482000,2011-08-28
2010,RUS,budgen,0,2011-05-28
2010,RUS,zorogen,0,2011-07-13
2010,RUS,hindgen,0,2011-08-17
2010,RUS,sikhgen,0,2011-12-22
2010,RUS,shntgen,0,2011-03-05
2010,RUS,taogen,0,2012-01-01
2010,RUS,jaingen,0,2011-03-28
1995,EST,chrstgen,647267,1996-01-03
1995,EST,judgen,1622,1996-12-31
1995,EST,islmgen,3982,1996-07-16
1995,EST,budgen,487,1996-01-15
1995,EST,zorogen,0,1996-10-29
1995,EST,hindgen,487,1996-04-26
1995,EST,sikhgen,0,1996-01-06
1995,EST,shntgen,0,1996-06-13
1995,EST,taogen,0,1996-03-29
1995,EST,jaingen,0,1996-05-22
2000,EST,chrstgen,401015,2001-05-28
2000,EST,judgen,3200,2001-11-22
2000,EST,islmgen,1726,2001-11-21
2000,EST,budgen,774,2001-02-09
2000,EST,zorogen,0,2001-09-03
2000,EST,hindgen,190,2001-02-09
2000,EST,sikhgen,0,2001-11-12
2000,EST,shntgen,0,2001-05-20
2000,EST,taogen,36,2001-05-31
2000,EST,jaingen,0,2001-10-18
2005,EST,chrstgen,390579,2006-04-29
2005,EST,judgen,2450,2006-01-04
2005,EST,islmgen,1863,2006-07-10
2005,EST,budgen,1087,2006-09-30
2005,EST,zorogen,0,2006-07-16
2005,EST,hindgen,275,2006-03-07
2005,EST,sikhgen,9,2006-03-11
2005,EST,shntgen,0,2006-04-17
2005,EST,taogen,106,2006-06-19
2005,EST,jaingen,0,2006-09-25
2010,EST,chrstgen,380141,2011-07-11
2010,EST,judgen,1700,2011-06-16
2010,EST,islmgen,2000,2011-10-17
2010,EST,budgen,1401,2011-09-21
2010,EST,zorogen,0,2011-04-04
2010,EST,hindgen,361,2011-08-27
2010,EST,sikhgen,19,2011-03-24
2010,EST,shntgen,0,2011-12-21
2010,EST,taogen,176,2011-08-29
2010,EST,jaingen,0,2011-10-20
1995,LAT,chrstgen,1359175,1996-02-28
1995,LAT,judgen,10389,1996-01-25
1995,LAT,islmgen,6108,1996-11-14
1995,LAT,budgen,121,1996-07-15
1995,LAT,zorogen,0,1996-01-25
1995,LAT,hindgen,723,1996-11-02
1995,LAT,sikhgen,0,1996-04-20
1995,LAT,shntgen,0,1996-09-07
1995,LAT,taogen,0,1996-10-18
1995,LAT,jaingen,0,1996-06-17
2000,LAT,chrstgen,1285590,2001-09-04
2000,LAT,judgen,6005,2001-11-01
2000,LAT,islmgen,300,2001-02-23
2000,LAT,budgen,100,2001-07-11
2000,LAT,zorogen,0,2001-08-04
2000,LAT,hindgen,500,2001-05-29
2000,LAT,sikhgen,0,2001-12-03
2000,LAT,shntgen,0,2001-07-29
2000,LAT,taogen,0,2001-06-18
2000,LAT,jaingen,0,2001-10-23
2005,LAT,chrstgen,1324373,2006-11-03
2005,LAT,judgen,6100,2006-01-16
2005,LAT,islmgen,380,2006-08-06
2005,LAT,budgen,87,2006-08-31
2005,LAT,zorogen,0,2006-09-07
2005,LAT,hindgen,127,2006-10-17
2005,LAT,sikhgen,0,2006-02-09
2005,LAT,shntgen,0,2006-03-09
2005,LAT,taogen,0,2006-09-16
2005,LAT,jaingen,0,2006-04-21
2010,LAT,chrstgen,1772369,2011-05-10
2010,LAT,judgen,6000,2011-07-07
2010,LAT,islmgen,320,2011-03-14
2010,LAT,budgen,167,2011-03-27
2010,LAT,zorogen,0,2011-05-25
2010,LAT,hindgen,205,2011-12-18
2010,LAT,sikhgen,0,2011-04-17
2010,LAT,shntgen,0,2011-06-11
2010,LAT,taogen,0,2011-06-10
2010,LAT,jaingen,0,2011-04-15
1995,LIT,chrstgen,3172884,1996-08-16
1995,LIT,judgen,5681,1996-07-12
1995,LIT,islmgen,7614,1996-12-04
1995,LIT,budgen,788,1996-03-30
1995,LIT,zorogen,0,1996-09-10
1995,LIT,hindgen,631,1996-05-02
1995,LIT,sikhgen,0,1996-02-08
1995,LIT,shntgen,0,1996-10-02
1995,LIT,taogen,0,1996-03-30
1995,LIT,jaingen,0,1996-07-11
2000,LIT,chrstgen,3115606,2001-04-29
2000,LIT,judgen,5500,2001-07-15
2000,LIT,islmgen,3012,2001-05-22
2000,LIT,budgen,429,2001-12-21
2000,LIT,zorogen,0,2001-02-23
2000,LIT,hindgen,279,2001-05-15
2000,LIT,sikhgen,0,2001-08-24
2000,LIT,shntgen,0,2001-01-05
2000,LIT,taogen,0,2001-07-09
2000,LIT,jaingen,0,2001-09-19
2005,LIT,chrstgen,2935356,2006-02-26
2005,LIT,judgen,5750,2006-02-20
2005,LIT,islmgen,2869,2006-10-31
2005,LIT,budgen,214,2006-07-31
2005,LIT,zorogen,0,2006-10-08
2005,LIT,hindgen,139,2006-01-05
2005,LIT,sikhgen,0,2006-12-05
2005,LIT,shntgen,0,2006-03-30
2005,LIT,taogen,0,2006-12-24
2005,LIT,jaingen,0,2006-05-06
2010,LIT,chrstgen,2755107,2011-08-09
2010,LIT,judgen,6000,2011-12-31
2010,LIT,islmgen,2727,2011-08-09
2010,LIT,budgen,0,2011-06-21
2010,LIT,zorogen,0,2011-11-02
2010,LIT,hindgen,0,2011-08-03
2010,LIT,sikhgen,0,2011-01-30
2010,LIT,shntgen,0,2011-01-05
2010,LIT,taogen,0,2011-10-02
2010,LIT,jaingen,0,2011-06-02
1995,UKR,chrstgen,39860991,1996-04-10
1995,UKR,judgen,242562,1996-09-02
1995,UKR,islmgen,995335,1996-01-29
1995,UKR,budgen,19335,1996-08-19
1995,UKR,zorogen,0,1996-01-29
1995,UKR,hindgen,4969,1996-12-06
1995,UKR,sikhgen,8281,1996-01-28
1995,UKR,shntgen,0,1996-10-09
1995,UKR,taogen,0,1996-09-25
1995,UKR,jaingen,0,1996-03-23
2000,UKR,chrstgen,41626200,2001-06-08
2000,UKR,judgen,151368,2001-06-01
2000,UKR,islmgen,353192,2001-05-09
2000,UKR,budgen,50456,2001-12-18
2000,UKR,zorogen,0,2001-12-06
2000,UKR,hindgen,0,2001-01-27
2000,UKR,sikhgen,0,2001-08-23
2000,UKR,shntgen,0,2001-11-05
2000,UKR,taogen,0,2001-08-16
2000,UKR,jaingen,0,2001-07-31
2005,UKR,chrstgen,39703750,2006-11-12
2005,UKR,judgen,143162,2006-06-15
2005,UKR,islmgen,393000,2006-03-20
2005,UKR,budgen,0,2006-09-30
2005,UKR,zorogen,0,2006-08-08
2005,UKR,hindgen,0,2006-09-20
2005,UKR,sikhgen,0,2006-11-21
2005,UKR,shntgen,0,2006-10-24
2005,UKR,taogen,0,2006-02-13
2005,UKR,jaingen,0,2006-12-17
2010,UKR,chrstgen,39196664,2011-05-28
2010,UKR,judgen,67000,2011-01-22
2010,UKR,islmgen,456000,2011-11-27
2010,UKR,budgen,46005,2011-04-19
2010,UKR,zorogen,0,2011-05-29
2010,UKR,hindgen,0,2011-09-10
2010,UKR,sikhgen,0,2011-03-24
2010,UKR,shntgen,0,2011-11-10
2010,UKR,taogen,0,2011-12-19
2010,UKR,jaingen,0,2011-04-04
1995,BLR,chrstgen,7159892,1996-08-14
1995,BLR,judgen,29500,1996-02-27
1995,BLR,islmgen,15000,1996-11-03
1995,BLR,budgen,1329,1996-08-24
1995,BLR,zorogen,0,1996-09-05
1995,BLR,hindgen,0,1996-05-13
1995,BLR,sikhgen,0,1996-09-18
1995,BLR,shntgen,0,1996-01-18
1995,BLR,taogen,0,1996-10-26
1995,BLR,jaingen,0,1996-09-25
2000,BLR,chrstgen,5989515,2001-02-20
2000,BLR,judgen,27350,2001-10-23
2000,BLR,islmgen,16000,2001-04-01
2000,BLR,budgen,664,2001-11-26
2000,BLR,zorogen,0,2001-11-17
2000,BLR,hindgen,0,2001-01-06
2000,BLR,sikhgen,0,2001-04-29
2000,BLR,shntgen,0,2001-05-26
2000,BLR,taogen,0,2001-10-09
2000,BLR,jaingen,0,2001-04-30
2005,BLR,chrstgen,4892500,2006-07-20
2005,BLR,judgen,25200,2006-03-08
2005,BLR,islmgen,17000,2006-07-05
2005,BLR,budgen,0,2006-04-30
2005,BLR,zorogen,0,2006-06-18
2005,BLR,hindgen,0,2006-06-03
2005,BLR,sikhgen,0,2006-02-23
2005,BLR,shntgen,0,2006-12-23
2005,BLR,taogen,0,2006-07-20
2005,BLR,jaingen,0,2006-07-16
2010,BLR,chrstgen,5394257,2011-10-11
2010,BLR,judgen,12000,2011-09-08
2010,BLR,islmgen,19000,2011-03-15
2010,BLR,budgen,0,2011-02-02
2010,BLR,zorogen,0,2011-12-15
2010,BLR,hindgen,0,2011-03-21
2010,BLR,sikhgen,0,2011-11-15
2010,BLR,shntgen,0,2011-02-13
2010,BLR,taogen,0,2011-03-19
2010,BLR,jaingen,0,2011-05-02
1995,ARM,chrstgen,3288527,1996-07-19
1995,ARM,judgen,706,1996-09-26
1995,ARM,islmgen,8316,1996-03-01
1995,ARM,budgen,210,1996-03-03
1995,ARM,zorogen,0,1996-04-22
1995,ARM,hindgen,0,1996-09-09
1995,ARM,sikhgen,0,1996-01-20
1995,ARM,shntgen,0,1996-11-11
1995,ARM,taogen,0,1996-07-29
1995,ARM,jaingen,0,1996-06-18
2000,ARM,chrstgen,3416610,2001-09-07
2000,ARM,judgen,821,2001-03-13
2000,ARM,islmgen,750,2001-11-03
2000,ARM,budgen,0,2001-12-23
2000,ARM,zorogen,0,2001-06-11
2000,ARM,hindgen,0,2001-01-25
2000,ARM,sikhgen,0,2001-10-22
2000,ARM,shntgen,0,2001-05-04
2000,ARM,taogen,0,2001-04-20
2000,ARM,jaingen,0,2001-03-13
2005,ARM,chrstgen,3054651,2006-09-13
2005,ARM,judgen,599,2006-12-17
2005,ARM,islmgen,850,2006-06-20
2005,ARM,budgen,0,2006-10-06
2005,ARM,zorogen,0,2006-02-10
2005,ARM,hindgen,0,2006-06-23
2005,ARM,sikhgen,0,2006-11-14
2005,ARM,shntgen,0,2006-11-11
2005,ARM,taogen,0,2006-05-02
2005,ARM,jaingen,0,2006-05-09
2010,ARM,chrstgen,3086654,2011-05-01
2010,ARM,judgen,565,2011-11-15
2010,ARM,islmgen,1000,2011-03-04
2010,ARM,budgen,0,2011-06-04
2010,ARM,zorogen,0,2011-12-18
2010,ARM,hindgen,0,2011-04-10
2010,ARM,sikhgen,0,2011-08-08
2010,ARM,shntgen,0,2011-11-14
2010,ARM,taogen,0,2011-11-12
2010,ARM,jaingen,0,2011-02-13
1995,GRG,chrstgen,4581948,1996-05-05
1995,GRG,judgen,19753,1996-08-01
1995,GRG,islmgen,595870,1996-02-27
1995,GRG,budgen,0,1996-08-24
1995,GRG,zorogen,0,1996-10-04
1995,GRG,hindgen,0,1996-07-04
1995,GRG,sikhgen,0,1996-07-20
1995,GRG,shntgen,0,1996-12-18
1995,GRG,taogen,0,1996-09-22
1995,GRG,jaingen,0,1996-12-05
2000,GRG,chrstgen,4406616,2001-06-24
